n,p,k,blockNum,effectSizeScale,noiseScale,distanceNoiseScale,distanceReshufflePercentage,mode_regressionModel,seed,p_mse, p_auc, b_mse, b_auc, ars
100.0,50.0,5.0,10.0,10.0,0.1,1.0,0.0,0.0,2.0,0.1408,0.5779426666666667,70.22447531989033,0.5636248888888888,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,0.0,0.0,3.0,0.12079999999999998,0.5688657777777778,73.10835642544724,0.5601653333333334,0.7220910918786607,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,0.0,1.0,1.0,nan,nan,145.25183903950696,0.5108633333333333,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,0.0,1.0,2.0,nan,nan,147.0877535927567,0.4807271111111111,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,0.0,1.0,3.0,nan,nan,171.05655694816843,0.5514611111111111,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,0.5,0.0,1.0,0.35159999999999997,0.518946,79.496022453441,0.5245324444444445,0.051845745168086474,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,0.5,0.0,2.0,0.12119999999999999,0.5023613333333333,66.18095529936599,0.512092,0.07647145163657713,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,0.5,0.0,3.0,0.13299999999999998,0.5208144444444445,115.65486513229733,0.5254448888888889,0.06296296296296296,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,0.5,1.0,1.0,nan,nan,149.7166270439804,0.5033866666666666,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,0.5,1.0,2.0,nan,nan,161.0386089989072,0.47491222222222224,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,1.0,0.0,1.0,0.6016000000000001,0.5058162222222222,60.815224638163016,0.5342493333333334,-0.001937984496124031,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,1.0,0.0,3.0,0.1288,0.5229102222222223,113.99100804565406,0.521676,-0.02,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,1.0,1.0,1.0,nan,nan,147.78303854159557,0.5002840000000001,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,1.0,1.0,2.0,nan,nan,155.8457665827965,0.4710135555555555,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.1,1.0,1.0,1.0,3.0,nan,nan,190.72623394320107,0.5110273333333333,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.0,0.0,0.0,1.0,0.32,0.5498,80.16574536256064,0.5549777777777777,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.0,0.0,0.0,2.0,0.14200000000000002,0.5754666666666667,70.4081539208908,0.562,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.0,0.0,0.0,3.0,0.12,0.5647777777777778,72.37444811955521,0.5593555555555556,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.0,0.0,1.0,3.0,nan,nan,170.0144317066827,0.550711111111111,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.0,0.5,0.0,1.0,0.4446,0.5029064444444444,72.1208523087334,0.5208422222222222,0.04253214638971316,
100.0,50.0,5.0,10.0,10.0,0.5,0.0,0.5,1.0,3.0,nan,nan,191.28707292792097,0.5181728888888889,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.0,1.0,0.0,3.0,0.11479999999999999,0.5074511111111112,76.79931434239258,0.5107044444444445,0.0035294117647058825,
100.0,50.0,5.0,10.0,10.0,0.5,0.0,1.0,1.0,1.0,nan,nan,147.36149776060878,0.5036644444444445,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.0,1.0,1.0,3.0,nan,nan,186.78197732317054,0.5157044444444444,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,0.0,0.0,1.0,0.32,0.5483917777777778,80.11222687655854,0.5555326666666667,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,0.0,0.0,3.0,0.12,0.5661622222222222,72.37179548288,0.559512,0.6896551724137931,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,0.0,1.0,2.0,nan,nan,148.38556439417118,0.4800386666666667,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,0.0,1.0,3.0,nan,nan,170.06497501841585,0.5513095555555555,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,0.5,0.0,1.0,0.3874000000000001,0.5166911111111112,76.97906846961864,0.5264997777777778,0.05101275318829707,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,0.5,0.0,3.0,0.1328,0.519564,116.10660587559079,0.5250506666666667,0.06296296296296296,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,0.5,1.0,1.0,nan,nan,149.62503024975607,0.5029593333333333,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,0.5,1.0,2.0,nan,nan,161.61800450088865,0.47393022222222225,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,0.5,1.0,3.0,nan,nan,186.72113019865182,0.5140455555555555,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,1.0,0.0,1.0,0.6016000000000001,0.5067828888888889,60.77677507409157,0.5432762222222222,-0.001937984496124031,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,1.0,0.0,2.0,0.1204,0.4894022222222223,65.67396858414503,0.5056711111111112,0.002775951493900212,
100.0,50.0,5.0,10.0,10.0,0.5,0.1,1.0,1.0,3.0,nan,nan,190.25688140777177,0.5114162222222223,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,0.0,0.0,1.0,0.3264,0.5497077777777778,79.15422142115074,0.5562971111111111,0.858085808580858,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,0.0,0.0,2.0,0.141,0.5772571111111111,70.3766236613199,0.5628897777777778,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,0.0,0.0,3.0,0.12079999999999998,0.5667562222222222,73.59301545590242,0.5596544444444445,0.7220910918786607,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,0.0,1.0,2.0,nan,nan,146.97921477354964,0.48012755555555553,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,0.5,0.0,2.0,0.1214,0.5027804444444445,66.23694643209593,0.5115106666666667,0.07402501839587933,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,0.5,0.0,3.0,0.13299999999999998,0.5204066666666667,116.03463304357261,0.5254593333333333,0.06296296296296296,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,0.5,1.0,1.0,nan,nan,149.93866227898172,0.5024082222222223,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,0.5,1.0,3.0,nan,nan,185.80575589316175,0.5151537777777778,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,1.0,0.0,1.0,0.6016000000000001,0.5063475555555556,60.75011885039693,0.5430728888888888,-0.002564807181460108,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,1.0,0.0,3.0,0.1288,0.522858,114.29348268851513,0.5214313333333334,-0.02,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,1.0,1.0,1.0,nan,nan,147.9591196029308,0.49960822222222223,0.8888888888888888,
100.0,50.0,5.0,10.0,10.0,0.5,1.0,1.0,1.0,3.0,nan,nan,190.1131055860855,0.5127335555555556,0.8888888888888888,
100.0,50.0,5.0,20.0,1.0,0.1,0.0,0.0,0.0,1.0,0.14100000000000001,0.4901,0.8925255774412855,0.4913888888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.0,0.0,0.0,2.0,0.129,0.5168333333333333,0.8772726267633594,0.5154888888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.0,0.0,1.0,2.0,nan,nan,1.8471981880917223,0.4942388888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.0,0.0,1.0,3.0,nan,nan,2.143661595564868,0.5392833333333333,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.0,1.0,1.0,1.0,nan,nan,1.1659885809446386,0.4977711111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.0,1.0,1.0,2.0,nan,nan,2.0122270710249253,0.5167388888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,0.0,0.0,1.0,0.141,0.4899302222222222,0.890304690575238,0.4913857777777777,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,0.0,0.0,3.0,0.11800000000000001,0.5109902222222222,0.726961633130041,0.5034240000000001,0.5937813440320963,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,0.0,1.0,1.0,nan,nan,1.1149290331549746,0.48017200000000004,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,0.0,1.0,2.0,nan,nan,1.8414360188053402,0.4941986666666666,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,0.0,1.0,3.0,nan,nan,2.1581471962518846,0.5399417777777779,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,0.5,0.0,1.0,0.1876,0.5077904444444444,0.9197106571734192,0.5091975555555556,0.04500012527874521,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,0.5,0.0,2.0,0.115,0.4839797777777778,0.719481039770705,0.49969044444444444,0.010519017097630685,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,0.5,1.0,2.0,nan,nan,1.9996754101021899,0.5085037777777777,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,0.5,1.0,3.0,nan,nan,2.1356170536826404,0.5429606666666666,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,1.0,0.0,1.0,0.3394,0.5070295555555555,0.8201801291119645,0.509388,0.008177627184908857,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,1.0,0.0,2.0,0.1154,0.4797822222222222,0.7754763033288171,0.5029506666666667,0.001224578226999124,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,1.0,0.0,3.0,0.10180000000000002,0.5178062222222222,0.5481217655626051,0.524254,-0.0007662869388173341,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,1.0,1.0,1.0,nan,nan,1.1345730386914732,0.5033535555555555,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,1.0,1.0,2.0,nan,nan,2.052276843557837,0.5157444444444444,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,0.1,1.0,1.0,3.0,nan,nan,2.1452685760579486,0.5407933333333333,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,1.0,0.0,0.0,1.0,0.145,0.502638888888889,0.893566389064854,0.5040231111111111,0.04703036818059662,
100.0,50.0,5.0,20.0,1.0,0.1,1.0,0.0,0.0,2.0,0.12300000000000001,0.49671488888888893,0.8660212017126812,0.5012155555555555,0.10202185700048984,
100.0,50.0,5.0,20.0,1.0,0.1,1.0,0.0,1.0,1.0,nan,nan,1.1441660883166127,0.49671311111111105,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,1.0,0.5,0.0,1.0,0.2192,0.5007564444444444,0.8574576491600833,0.5025617777777778,0.00698225777036709,
100.0,50.0,5.0,20.0,1.0,0.1,1.0,0.5,0.0,2.0,0.1184,0.48843155555555556,0.8515406767422615,0.4954826666666667,0.006804072510553762,
100.0,50.0,5.0,20.0,1.0,0.1,1.0,0.5,1.0,1.0,nan,nan,1.163340463468041,0.5064288888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,1.0,0.5,1.0,3.0,nan,nan,2.152033812282298,0.5451466666666667,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.1,1.0,1.0,0.0,1.0,0.23199999999999998,0.5036404444444444,0.85976701931769,0.5059111111111111,-0.0030947315171623692,
100.0,50.0,5.0,20.0,1.0,0.1,1.0,1.0,0.0,3.0,0.10760000000000002,0.5200748888888889,0.7860915095748713,0.5121811111111111,0.03331284282201626,
100.0,50.0,5.0,20.0,1.0,0.1,1.0,1.0,1.0,1.0,nan,nan,1.1803767371033935,0.5057808888888888,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.0,0.0,0.0,1.0,0.192,0.4907777777777778,0.927959057713236,0.49042222222222226,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.0,0.0,0.0,2.0,0.137,0.5113666666666666,0.8999115429207605,0.5050333333333333,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.0,0.0,1.0,3.0,nan,nan,2.519301788260355,0.542661111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.0,0.5,0.0,2.0,0.13140000000000002,0.46774244444444446,0.9143050420566187,0.4746748888888889,0.029428786895596203,
100.0,50.0,5.0,20.0,1.0,0.5,0.0,0.5,0.0,3.0,0.10760000000000002,0.5003702222222222,0.8688642932414742,0.5032084444444445,0.06583436161718807,
100.0,50.0,5.0,20.0,1.0,0.5,0.0,0.5,1.0,1.0,nan,nan,1.296673675649638,0.49195822222222224,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.0,0.5,1.0,2.0,nan,nan,2.1693114356054486,0.5118895555555556,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.0,0.5,1.0,3.0,nan,nan,2.7137914365031883,0.5391322222222222,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.0,1.0,0.0,3.0,0.10480000000000002,0.5087733333333333,0.7200495546858214,0.51311,-0.0068861562871876236,
100.0,50.0,5.0,20.0,1.0,0.5,0.0,1.0,1.0,1.0,nan,nan,1.294676538649527,0.4904822222222222,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.1,0.0,0.0,2.0,0.1384,0.5096515555555556,0.8944612054976093,0.5061777777777777,0.8240930253480578,
100.0,50.0,5.0,20.0,1.0,0.5,0.1,0.0,0.0,3.0,0.114,0.4995182222222222,0.778935628810578,0.4906393333333333,0.6446221344323945,
100.0,50.0,5.0,20.0,1.0,0.5,0.1,0.0,1.0,3.0,nan,nan,2.536558633950516,0.5433611111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.1,0.5,0.0,2.0,0.11220000000000001,0.49730777777777774,0.6475905963591027,0.5052057777777778,0.011690292318068308,
100.0,50.0,5.0,20.0,1.0,0.5,0.1,0.5,1.0,3.0,nan,nan,2.539657032757865,0.5426482222222222,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.1,1.0,0.0,2.0,0.10980000000000002,0.4922102222222222,0.6141757164504613,0.5138851111111111,-0.0008331678300337626,
100.0,50.0,5.0,20.0,1.0,0.5,0.1,1.0,1.0,1.0,nan,nan,1.2677188458334918,0.49437644444444445,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,0.1,1.0,1.0,3.0,nan,nan,2.557396416851847,0.5388593333333334,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,0.0,0.0,1.0,0.1818,0.49528,0.9715593071806624,0.49639866666666665,0.05197249959076772,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,0.0,0.0,2.0,0.12200000000000001,0.4943053333333334,0.8801832702648545,0.4996782222222222,0.07068216188231448,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,0.0,0.0,3.0,0.10540000000000001,0.49572088888888893,0.6040066387302392,0.5066462222222221,0.030068518465868707,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,0.0,1.0,2.0,nan,nan,2.169160321989366,0.5129986666666666,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,0.5,0.0,1.0,0.3074,0.49390555555555554,0.8906440979814793,0.49665733333333334,0.01689146602798437,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,0.5,0.0,2.0,0.11560000000000001,0.49237155555555556,0.7415480070390761,0.5064164444444444,-0.0010861271318682074,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,0.5,0.0,3.0,0.1072,0.5023075555555556,0.674998660414896,0.5034544444444444,0.0038165520058022857,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,0.5,1.0,1.0,nan,nan,1.2890533065748924,0.4994493333333333,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,0.5,1.0,2.0,nan,nan,2.2540595424186667,0.5157644444444445,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,0.5,1.0,3.0,nan,nan,2.562976039041672,0.5447937777777778,0.9385474860335196,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,1.0,0.0,1.0,0.2958,0.5034124444444444,0.9099121747095431,0.5067706666666667,0.0036268020672771783,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,1.0,0.0,2.0,0.109,0.49081755555555556,0.629536592231883,0.5154664444444444,0.009281803094596877,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,1.0,0.0,3.0,0.1066,0.49864733333333333,0.8103821107307219,0.49424466666666667,0.03362531788640859,
100.0,50.0,5.0,20.0,1.0,0.5,1.0,1.0,1.0,1.0,nan,nan,1.3061688723669769,0.5012926666666666,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.0,0.0,0.0,1.0,0.14300000000000002,0.4906222222222222,22.048402250807968,0.4923,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.0,0.0,0.0,2.0,0.131,0.5172277777777778,22.003586286384035,0.5171888888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.0,0.0,0.0,3.0,0.124,0.5142888888888889,18.55655217988017,0.5082666666666666,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.0,0.0,1.0,2.0,nan,nan,45.33326730088518,0.49336666666666673,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.0,0.5,0.0,1.0,0.1314,0.4996386666666667,23.74918079722815,0.5009817777777777,0.040888673060580305,
100.0,50.0,5.0,20.0,5.0,0.1,0.0,0.5,1.0,1.0,nan,nan,28.582079908682548,0.5078817777777778,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.0,0.5,1.0,3.0,nan,nan,56.02534675429267,0.5407444444444445,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.0,1.0,1.0,1.0,nan,nan,28.763991739506395,0.49832888888888893,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.0,1.0,1.0,2.0,nan,nan,49.372564691472434,0.5146277777777778,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.0,1.0,1.0,3.0,nan,nan,53.814460617248926,0.5422588888888888,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.1,0.0,0.0,3.0,0.12380000000000001,0.5138831111111111,18.55553012843637,0.507738888888889,0.6878202601497833,
100.0,50.0,5.0,20.0,5.0,0.1,0.1,0.0,1.0,2.0,nan,nan,45.29189709142989,0.49357644444444443,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.1,0.5,0.0,1.0,0.17120000000000002,0.5121444444444445,22.914333371310214,0.513732,0.05854748603351955,
100.0,50.0,5.0,20.0,5.0,0.1,0.1,0.5,0.0,2.0,0.1174,0.48305333333333333,19.254633916629075,0.4940217777777778,0.017825541362334694,
100.0,50.0,5.0,20.0,5.0,0.1,0.1,0.5,1.0,1.0,nan,nan,28.61789718277352,0.506354,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.1,1.0,0.0,1.0,0.32980000000000004,0.5093802222222222,20.306237518025533,0.5112642222222222,0.00823017505987115,
100.0,50.0,5.0,20.0,5.0,0.1,0.1,1.0,0.0,3.0,0.10200000000000001,0.513776,12.29249855968583,0.5142764444444445,-0.0010474157031785038,
100.0,50.0,5.0,20.0,5.0,0.1,0.1,1.0,1.0,1.0,nan,nan,27.9716036558929,0.5045415555555556,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.1,1.0,1.0,2.0,nan,nan,50.537949273272744,0.5135455555555556,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,0.1,1.0,1.0,3.0,nan,nan,51.9854867199017,0.5389355555555555,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,0.0,0.0,1.0,0.1424,0.49054844444444445,21.88586016368762,0.49231511111111115,0.6520671151084574,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,0.0,0.0,2.0,0.129,0.5198591111111112,21.49798121702937,0.5182171111111111,0.7694298283446908,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,0.0,0.0,3.0,0.1144,0.5120422222222223,17.679772818425143,0.508166,0.4880081675007113,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,0.0,1.0,1.0,nan,nan,27.36899387095714,0.4837053333333333,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,0.5,0.0,1.0,0.146,0.5061602222222223,23.3326535046855,0.5077702222222222,0.04203077710047316,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,0.5,0.0,2.0,0.11500000000000002,0.4840224444444445,18.483553114328796,0.49735822222222226,0.011885159189380629,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,0.5,0.0,3.0,0.10600000000000001,0.49335466666666666,14.228599987609607,0.5037586666666667,0.006899800245985293,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,0.5,1.0,1.0,nan,nan,29.110240789061805,0.5024586666666666,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,0.5,1.0,2.0,nan,nan,49.16604384291232,0.5070968888888888,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,1.0,0.0,1.0,0.3134,0.5065166666666667,20.568583589598862,0.5079437777777778,0.00024167515406791072,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,1.0,0.0,2.0,0.11520000000000001,0.48209355555555555,19.235199442671757,0.4970857777777778,-0.0038034453648988376,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,1.0,0.0,3.0,0.1044,0.5281662222222222,15.149074254784717,0.5133491111111111,-0.003960880480431503,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,1.0,1.0,1.0,nan,nan,27.992634121318474,0.5055986666666668,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.1,1.0,1.0,1.0,3.0,nan,nan,52.096354296451445,0.539932,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,0.0,0.0,1.0,0.14100000000000001,0.4901,22.313139436716597,0.4913888888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,0.0,0.0,2.0,0.132,0.5153055555555556,22.03385034698006,0.5128333333333334,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,0.0,0.0,3.0,0.122,0.50915,18.654275270042138,0.5029388888888888,0.8343558282208589,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,0.0,1.0,1.0,nan,nan,28.018636652594846,0.48096666666666665,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,0.0,1.0,2.0,nan,nan,46.17995466241194,0.49421111111111116,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,0.5,0.0,3.0,0.10880000000000001,0.5154702222222222,19.938049859521357,0.5137084444444444,0.06583436161718807,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,0.5,1.0,1.0,nan,nan,29.010556853236764,0.506184,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,1.0,0.0,1.0,0.2864,0.5032755555555555,21.01016764581201,0.5045788888888889,-0.012042594385285576,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,1.0,0.0,2.0,0.11640000000000002,0.4866022222222222,20.04700835107997,0.5003766666666667,-0.0005925925925925926,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,1.0,1.0,1.0,nan,nan,29.14971471094171,0.4977155555555556,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,1.0,1.0,2.0,nan,nan,50.30567666773004,0.5168277777777778,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.0,1.0,1.0,3.0,nan,nan,55.33154747915098,0.54332,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,0.0,0.0,2.0,0.1332,0.5157326666666667,22.002753078457722,0.5130255555555556,0.8240930253480578,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,0.0,0.0,3.0,0.1222,0.5101524444444445,18.654257180569232,0.5027704444444445,0.6878202601497833,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,0.0,1.0,3.0,nan,nan,53.66177927380711,0.5393271111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,0.5,0.0,1.0,0.1962,0.5115164444444444,22.868133529488194,0.5128413333333334,0.06944652767361632,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,0.5,1.0,2.0,nan,nan,49.92305318088705,0.5095744444444443,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,0.5,1.0,3.0,nan,nan,53.377867305548236,0.542860888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,1.0,0.0,1.0,0.33260000000000006,0.5089297777777777,20.65260112709811,0.5118928888888888,0.00823017505987115,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,1.0,0.0,2.0,0.117,0.47904244444444444,20.501036330586725,0.500904,0.01626875893640285,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,1.0,0.0,3.0,0.10200000000000001,0.5101924444444444,12.35053605903209,0.5280039999999999,-0.0010763553290572005,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,1.0,1.0,2.0,nan,nan,51.31291549614035,0.5150300000000001,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,0.1,1.0,1.0,3.0,nan,nan,53.59162641279796,0.5408864444444444,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,1.0,0.0,0.0,2.0,0.13160000000000002,0.5186102222222222,21.583885577631236,0.515054,0.7170816193981381,
100.0,50.0,5.0,20.0,5.0,0.5,1.0,0.0,1.0,1.0,nan,nan,27.768134879782092,0.4796795555555555,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,1.0,0.0,1.0,3.0,nan,nan,54.34973345636109,0.5406046666666667,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,1.0,0.5,0.0,1.0,0.1716,0.5032153333333333,23.30991256735429,0.5047042222222222,0.04189912330638734,
100.0,50.0,5.0,20.0,5.0,0.5,1.0,0.5,0.0,2.0,0.11460000000000001,0.48762955555555554,17.614758236409543,0.4983157777777778,0.009641056066449124,
100.0,50.0,5.0,20.0,5.0,0.5,1.0,1.0,0.0,1.0,0.3226,0.5053588888888889,20.77358160008235,0.5088648888888889,0.018085375094720888,
100.0,50.0,5.0,20.0,5.0,0.5,1.0,1.0,0.0,3.0,0.10260000000000001,0.52571,14.999479877161837,0.5206317777777778,-0.0036360613031067262,
100.0,50.0,5.0,20.0,5.0,0.5,1.0,1.0,1.0,1.0,nan,nan,28.391498201966186,0.5041057777777778,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,1.0,1.0,1.0,2.0,nan,nan,51.42424133319143,0.5166702222222223,0.9385474860335196,
100.0,50.0,5.0,20.0,5.0,0.5,1.0,1.0,1.0,3.0,nan,nan,53.7290806958925,0.5411684444444445,0.9385474860335196,
