n,p,k,blockNum,effectSizeScale,noiseScale,distanceNoiseScale,distanceReshufflePercentage,mode_regressionModel,seed,p_mse, p_auc, b_mse, b_auc, ars
100.0,50.0,5.0,20.0,10.0,0.1,0.0,0.0,0.0,1.0,0.14300000000000002,0.49073333333333335,88.16056425464096,0.4920111111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,0.0,0.0,3.0,0.124,0.5133444444444445,74.20242638033456,0.5087777777777778,0.8343558282208589,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,0.0,1.0,1.0,nan,nan,110.29198977589098,0.48497777777777773,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,0.0,1.0,2.0,nan,nan,180.9314498955641,0.4935111111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,0.0,1.0,3.0,nan,nan,207.6223860486751,0.5377055555555555,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,0.5,0.0,1.0,0.1308,0.49945822222222225,94.81653654632588,0.5006408888888889,0.040888673060580305,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,0.5,0.0,2.0,0.1266,0.4678008888888889,90.27956138899977,0.4808986666666667,0.029428786895596203,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,0.5,0.0,3.0,0.10880000000000001,0.5194906666666667,78.6296387411735,0.516616,0.08626437172596775,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,0.5,1.0,2.0,nan,nan,190.60878737355125,0.504684,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,1.0,0.0,1.0,0.2834,0.5023566666666667,82.53839064325102,0.5044066666666667,-0.012042594385285576,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,1.0,0.0,2.0,0.11640000000000002,0.48557000000000006,80.06558832202718,0.4933266666666667,0.018962962962962963,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,1.0,1.0,1.0,nan,nan,114.88778996084434,0.49850555555555554,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,0.0,1.0,1.0,3.0,nan,nan,214.52151612441486,0.5422066666666667,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,0.1,0.0,0.0,3.0,0.124,0.5134533333333333,74.20055083874554,0.5081753333333333,0.6878202601497833,
100.0,50.0,5.0,20.0,10.0,0.1,0.1,0.0,1.0,1.0,nan,nan,110.22998241199568,0.4851208888888888,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,0.1,0.5,0.0,1.0,0.1708,0.5120191111111111,91.59622862946591,0.5134002222222223,0.05854748603351955,
100.0,50.0,5.0,20.0,10.0,0.1,0.1,0.5,1.0,1.0,nan,nan,114.20897156761646,0.5066973333333333,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,0.1,1.0,0.0,1.0,0.3292,0.5097433333333333,81.08693740274698,0.5135633333333334,0.00823017505987115,
100.0,50.0,5.0,20.0,10.0,0.1,0.1,1.0,0.0,3.0,0.10200000000000001,0.5127595555555555,49.158168285109994,0.5146628888888889,-0.0010474157031785038,
100.0,50.0,5.0,20.0,10.0,0.1,0.1,1.0,1.0,2.0,nan,nan,201.75365104519497,0.5130477777777777,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,0.0,0.0,1.0,0.142,0.49109911111111115,87.87019282918371,0.49228577777777777,0.8240930253480578,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,0.0,0.0,2.0,0.1308,0.520276,87.41557931576081,0.5185595555555556,0.8240930253480578,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,0.0,0.0,3.0,0.12119999999999999,0.5118955555555555,72.91155138820801,0.5081326666666667,0.6211687780956273,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,0.0,1.0,2.0,nan,nan,180.31091047188139,0.493786,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,0.0,1.0,3.0,nan,nan,208.98924541761843,0.5395955555555556,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,0.5,0.0,2.0,0.11600000000000002,0.4845308888888889,73.37459647227467,0.4968846666666666,0.010161094939340795,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,0.5,0.0,3.0,0.1074,0.4927584444444444,57.68205946253946,0.5044135555555556,0.007559863832985162,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,0.5,1.0,2.0,nan,nan,195.69503129698464,0.5078604444444444,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,0.5,1.0,3.0,nan,nan,206.32822187229667,0.539376,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,1.0,0.0,1.0,0.32839999999999997,0.5090111111111111,80.98899873719093,0.5130946666666667,0.00823017505987115,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,1.0,0.0,2.0,0.11780000000000002,0.4798982222222222,82.5647596985341,0.49470488888888886,-0.0005669632952892746,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,1.0,1.0,2.0,nan,nan,201.67874115145133,0.5137517777777778,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.1,1.0,1.0,1.0,3.0,nan,nan,207.2844983813646,0.5388544444444444,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.0,0.0,0.0,1.0,0.141,0.49058888888888885,88.66229041069332,0.49154444444444445,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.0,0.0,0.0,3.0,0.124,0.5147,74.38465199603249,0.5055277777777778,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.0,0.5,0.0,1.0,0.1324,0.4992702222222223,95.68174929785911,0.500576888888889,0.040888673060580305,
100.0,50.0,5.0,20.0,10.0,0.5,0.0,0.5,1.0,1.0,nan,nan,114.93013276851161,0.5072751111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.0,0.5,1.0,2.0,nan,nan,192.33531971280343,0.5051997777777777,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.0,0.5,1.0,3.0,nan,nan,226.58337486878452,0.5409513333333333,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.0,1.0,1.0,1.0,nan,nan,115.59348034298547,0.4981888888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.0,1.0,1.0,2.0,nan,nan,198.87060415299223,0.5158566666666666,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,0.0,0.0,3.0,0.12300000000000001,0.5132042222222222,74.3837306818176,0.5055086666666666,0.6878202601497833,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,0.0,1.0,1.0,nan,nan,110.96226214650835,0.4828631111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,0.5,0.0,2.0,0.11620000000000001,0.482646,75.29411173480098,0.49796555555555555,0.015244995011961606,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,0.5,0.0,3.0,0.10800000000000001,0.49773777777777783,57.92825315697685,0.5125382222222222,0.006751221084582772,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,0.5,1.0,1.0,nan,nan,114.85447173317334,0.5064133333333334,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,0.5,1.0,2.0,nan,nan,197.2482519908183,0.5097871111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,1.0,0.0,1.0,0.32980000000000004,0.5088928888888888,81.77160300859197,0.5119455555555555,0.00823017505987115,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,1.0,0.0,2.0,0.117,0.47973733333333335,82.08938566141678,0.5010584444444444,0.022800602280060228,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,1.0,1.0,1.0,nan,nan,112.436310595941,0.5043855555555556,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,1.0,1.0,2.0,nan,nan,203.32442631465423,0.5141068888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,0.1,1.0,1.0,3.0,nan,nan,210.26613928959677,0.5389064444444445,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,0.0,0.0,2.0,0.1306,0.5186873333333333,87.45335368932152,0.5178251111111111,0.8240930253480578,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,0.0,0.0,3.0,0.1208,0.5107833333333334,72.52871143762485,0.5048271111111111,0.5826531527491254,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,0.0,1.0,1.0,nan,nan,110.44215788695797,0.4829648888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,0.0,1.0,3.0,nan,nan,211.95085202532846,0.5399271111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,0.5,0.0,1.0,0.17920000000000003,0.5102562222222222,91.59425604226045,0.5117153333333333,0.049647517624118793,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,0.5,0.0,2.0,0.115,0.4830751111111111,72.05969549243568,0.4994637777777778,0.007611539637772265,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,0.5,1.0,1.0,nan,nan,115.84981236855461,0.5039208888888889,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,0.5,1.0,2.0,nan,nan,197.5390373402055,0.508585111111111,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,0.5,1.0,3.0,nan,nan,209.45586277493283,0.5410877777777777,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,1.0,0.0,1.0,0.33740000000000003,0.5082631111111111,81.17718409852742,0.5111257777777778,0.008035394775366798,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,1.0,0.0,2.0,0.1166,0.47718911111111106,80.37272463997957,0.5008886666666666,0.00683753378703219,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,1.0,0.0,3.0,0.10240000000000002,0.5162602222222223,53.893418092079344,0.52295,0.000643959830830012,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,1.0,1.0,1.0,nan,nan,112.43291945882059,0.5047653333333333,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,1.0,1.0,2.0,nan,nan,203.18305292032593,0.5149155555555556,0.9385474860335196,
100.0,50.0,5.0,20.0,10.0,0.5,1.0,1.0,1.0,3.0,nan,nan,210.4088621173852,0.5393786666666667,0.9385474860335196,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,0.0,0.0,1.0,0.13520000000000001,0.4632817777777778,1.0547846039469886,0.4623128888888889,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,0.0,0.0,3.0,0.1324,0.5062257777777777,0.8786033974460601,0.5103644444444445,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,0.0,1.0,1.0,nan,nan,2.5537569911745366,0.49695466666666666,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,0.0,1.0,2.0,nan,nan,1.6569603992072428,0.48963022222222224,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,0.0,1.0,3.0,nan,nan,1.5215817650695014,0.48878933333333335,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,0.5,1.0,1.0,nan,nan,2.666554400302542,0.5190680000000001,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,0.5,1.0,2.0,nan,nan,1.7437092222116768,0.5036897777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,0.5,1.0,3.0,nan,nan,1.4824153936295021,0.4986986666666667,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,1.0,0.0,3.0,0.11479999999999999,0.49758355555555556,0.5778932448553239,0.49782977777777776,0.0034632314862765405,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,1.0,1.0,1.0,nan,nan,2.536283150847043,0.5224115555555556,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,1.0,1.0,2.0,nan,nan,1.7606636791832457,0.5019906666666666,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.0,1.0,1.0,3.0,nan,nan,1.5018365021948117,0.4975871111111111,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,0.0,0.0,1.0,0.13620000000000002,0.4607857777777778,1.0615055952383778,0.45963555555555563,0.5973916701724863,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,0.0,0.0,2.0,0.16759999999999997,0.517612,0.824393101637186,0.5217244444444444,0.6820524311001569,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,0.0,0.0,3.0,0.131,0.50963,0.8656181111617655,0.5134244444444445,0.5156239806901951,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,0.0,1.0,2.0,nan,nan,1.6531679642121058,0.489356,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,0.0,1.0,3.0,nan,nan,1.5242864627969623,0.49088377777777775,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,0.5,0.0,1.0,0.1366,0.4824475555555555,1.1040158140370557,0.4813777777777778,-0.0012884107453456162,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,0.5,1.0,1.0,nan,nan,2.64956169829697,0.5099622222222222,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,0.5,1.0,2.0,nan,nan,1.7924746173837138,0.4988626666666667,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,0.5,1.0,3.0,nan,nan,1.5015784545412367,0.50303,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,1.0,0.0,1.0,0.1316,0.4859031111111112,1.083441156717637,0.48491377777777783,-0.012883668056081848,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,1.0,0.0,2.0,0.6696,0.49269444444444443,0.5414740273936411,0.4852017777777778,0.0207279799944429,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,1.0,0.0,3.0,0.11639999999999999,0.5047366666666666,0.6105727713629909,0.5063491111111111,-0.0035612201864954783,
100.0,50.0,5.0,50.0,1.0,0.1,0.1,1.0,1.0,3.0,nan,nan,1.4903594477398667,0.5017257777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,0.0,1.0,1.0,nan,nan,2.566450586284954,0.51112,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,0.0,1.0,2.0,nan,nan,1.6995288429468578,0.4973646666666667,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,0.0,1.0,3.0,nan,nan,1.4973082916160536,0.5041088888888889,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,0.5,0.0,1.0,0.1264,0.4785595555555555,1.0423902584307156,0.48094355555555557,0.0226777147841256,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,0.5,0.0,3.0,0.11399999999999999,0.5028095555555555,0.5967860783531592,0.5045086666666667,-0.004970596471576589,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,0.5,1.0,1.0,nan,nan,2.639227062515002,0.5198395555555555,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,0.5,1.0,2.0,nan,nan,1.7321151010049547,0.49802111111111114,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,0.5,1.0,3.0,nan,nan,1.509949576741896,0.5016662222222222,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,1.0,0.0,2.0,0.2804,0.4966053333333333,0.8163958634730238,0.5014746666666666,0.007953742706888882,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,1.0,0.0,3.0,0.11619999999999997,0.5079531111111111,0.6279104653011728,0.5117382222222222,0.006047627758826631,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,1.0,1.0,1.0,nan,nan,2.628219036953882,0.515444,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,1.0,1.0,2.0,nan,nan,1.7488590049428796,0.49295733333333336,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.1,1.0,1.0,1.0,3.0,nan,nan,1.5351166918168575,0.49949955555555553,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,0.0,0.0,1.0,0.13960000000000003,0.4651182222222222,1.1346366522692364,0.46405688888888885,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,0.0,0.0,2.0,0.1436,0.5135697777777778,0.7902242390812799,0.5180515555555556,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,0.0,1.0,1.0,nan,nan,2.6234518313035387,0.5050044444444444,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,0.0,1.0,2.0,nan,nan,1.7483468457892177,0.49679111111111107,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,0.0,1.0,3.0,nan,nan,1.763256215004608,0.48440711111111107,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,0.5,0.0,3.0,0.11199999999999999,0.5018695555555555,0.5850602754594727,0.500494,0.026273241713823767,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,0.5,1.0,1.0,nan,nan,2.709712951271383,0.5242208888888888,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,0.5,1.0,2.0,nan,nan,1.8387295099737204,0.5131328888888889,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,0.5,1.0,3.0,nan,nan,1.7168463378136622,0.5015204444444444,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,1.0,1.0,1.0,nan,nan,2.5809363048768,0.526104,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,1.0,1.0,2.0,nan,nan,1.8560613110406552,0.5118248888888889,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.0,1.0,1.0,3.0,nan,nan,1.7240863975328988,0.5017044444444445,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.1,0.0,0.0,2.0,0.14459999999999998,0.514852,0.7895017978165926,0.5183244444444445,0.5599433099272048,
100.0,50.0,5.0,50.0,1.0,0.5,0.1,0.0,1.0,1.0,nan,nan,2.609058561237565,0.5032466666666666,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.1,0.5,0.0,2.0,0.12999999999999998,0.4965535555555555,0.8783756229155563,0.4978722222222222,0.03697738839141918,
100.0,50.0,5.0,50.0,1.0,0.5,0.1,0.5,0.0,3.0,0.12279999999999998,0.5004593333333334,0.7372229420767721,0.5079435555555555,-0.0015655230471576895,
100.0,50.0,5.0,50.0,1.0,0.5,0.1,0.5,1.0,1.0,nan,nan,2.7098966230114154,0.5140486666666666,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.1,0.5,1.0,3.0,nan,nan,1.731584143446202,0.505278,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.1,1.0,0.0,2.0,0.11779999999999999,0.49142444444444444,0.5699620030823573,0.48466888888888887,0.001124543154343548,
100.0,50.0,5.0,50.0,1.0,0.5,0.1,1.0,1.0,1.0,nan,nan,2.6881030213182475,0.5197039999999999,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.1,1.0,1.0,2.0,nan,nan,1.9251322911135431,0.5066200000000001,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,0.1,1.0,1.0,3.0,nan,nan,1.7098069429876912,0.5011757777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.0,0.0,1.0,0.136,0.46945177777777775,1.1387748377272895,0.470212,0.047573739295908656,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.0,0.0,2.0,0.1424,0.5027444444444444,0.8278825600880279,0.5057528888888889,0.033190783174826065,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.0,0.0,3.0,0.11320000000000001,0.49977533333333335,0.6062841126080559,0.506488,0.0032113934655124267,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.0,1.0,1.0,nan,nan,2.6525541510289177,0.517664,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.0,1.0,2.0,nan,nan,1.7921068271364797,0.5068351111111111,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.0,1.0,3.0,nan,nan,1.7279386998178368,0.5014422222222221,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.5,0.0,1.0,0.1332,0.47949133333333327,1.1160965663981988,0.48121333333333327,0.021860899330947564,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.5,0.0,2.0,0.13659999999999997,0.49982955555555564,0.8313092153338495,0.5027346666666667,0.033775633293124246,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.5,0.0,3.0,0.10919999999999998,0.49705599999999994,0.5137710942477967,0.49918266666666666,-0.01623502126014689,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.5,1.0,1.0,nan,nan,2.711896748303981,0.5214595555555556,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,0.5,1.0,3.0,nan,nan,1.7368906606453003,0.5012340000000001,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,1.0,0.0,1.0,0.131,0.47749088888888885,1.1319898288375572,0.4778684444444445,0.015130102252888852,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,1.0,0.0,2.0,0.13879999999999998,0.49753644444444445,0.8064960525675321,0.5027422222222222,0.01114099116404149,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,1.0,1.0,1.0,nan,nan,2.70231319061218,0.5200311111111111,0.9611307420494699,
100.0,50.0,5.0,50.0,1.0,0.5,1.0,1.0,1.0,2.0,nan,nan,1.8548261720085821,0.5066586666666666,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,0.0,0.0,1.0,0.134,0.46426488888888884,26.122398870593916,0.4620017777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,0.0,1.0,1.0,nan,nan,63.65855643136134,0.49562666666666666,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,0.0,1.0,3.0,nan,nan,37.076932274313066,0.4890382222222222,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,0.5,0.0,1.0,0.12660000000000002,0.4739342222222222,27.221269952844192,0.4722004444444444,0.09601301871440195,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,0.5,0.0,2.0,0.1574,0.4911577777777778,23.03884880056738,0.4934724444444445,0.11274421939415666,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,0.5,1.0,1.0,nan,nan,66.67233289442228,0.5175257777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,1.0,0.0,1.0,0.1292,0.47244755555555557,27.094371531060983,0.47375022222222224,0.0088339222614841,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,1.0,0.0,2.0,0.39759999999999995,0.49597555555555556,19.674963540169035,0.4980888888888889,0.017978921264724116,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,1.0,0.0,3.0,0.11599999999999998,0.5008600000000001,14.670438845313557,0.4974928888888889,0.014380530973451327,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,1.0,1.0,1.0,nan,nan,63.38768993358492,0.5212417777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.0,1.0,1.0,3.0,nan,nan,36.65902078748108,0.49757466666666667,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,0.0,0.0,1.0,0.1338,0.4638471111111111,26.17092380706713,0.4614768888888888,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,0.0,0.0,3.0,0.1318,0.5070531111111112,21.5728671094119,0.5117275555555555,0.8815680500598141,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,0.0,1.0,3.0,nan,nan,37.09600920454014,0.4892940000000001,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,0.5,0.0,1.0,0.13540000000000002,0.4825448888888889,27.376753395675564,0.481112,0.04176375694568919,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,0.5,0.0,2.0,0.35200000000000004,0.4855197777777778,19.90606606416394,0.48528133333333334,0.013021363173957273,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,0.5,0.0,3.0,0.12719999999999998,0.5188602222222223,19.768878494888078,0.521154,0.004735193414438697,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,0.5,1.0,2.0,nan,nan,44.549955980025146,0.4965735555555556,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,1.0,0.0,2.0,0.7128,0.4976906666666666,12.393315391003284,0.4837797777777778,-0.007784431137724551,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,1.0,0.0,3.0,0.12,0.5080742222222222,17.195256270245125,0.5102966666666666,-0.001292466765140325,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,1.0,1.0,1.0,nan,nan,65.83756480937234,0.5129122222222222,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,0.1,1.0,1.0,2.0,nan,nan,44.76521832472196,0.49748044444444445,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,0.0,0.0,1.0,0.135,0.4588626666666667,26.399488712891106,0.45682622222222224,0.34,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,0.0,1.0,1.0,nan,nan,62.581532385935425,0.49348355555555556,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,0.0,1.0,2.0,nan,nan,41.10727344387834,0.48796266666666666,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,0.0,1.0,3.0,nan,nan,37.14326432995637,0.49365133333333333,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,0.5,0.0,1.0,0.1332,0.48263422222222224,26.78712340220274,0.4826813333333333,0.004547521600727604,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,0.5,0.0,2.0,0.20240000000000002,0.49182333333333333,22.74226459736581,0.49475977777777774,0.0058445353594389245,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,0.5,0.0,3.0,0.12419999999999998,0.5071157777777777,18.796428624679635,0.5148375555555555,-0.0013773511815090604,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,0.5,1.0,1.0,nan,nan,66.18814671991305,0.5106777777777778,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,0.5,1.0,2.0,nan,nan,44.30508196305725,0.49692800000000004,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,0.5,1.0,3.0,nan,nan,36.60370193985095,0.5034673333333334,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,1.0,0.0,3.0,0.11759999999999998,0.5079857777777778,16.27885414779031,0.5068648888888889,-0.004866057991371526,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,1.0,1.0,2.0,nan,nan,44.46993490431956,0.49921,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.1,1.0,1.0,1.0,3.0,nan,nan,36.43130176745598,0.5033344444444445,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.0,0.0,0.0,1.0,0.13640000000000002,0.46527822222222226,26.4082108901275,0.46347022222222223,0.9611307420494699,
100.0,50.0,5.0,50.0,5.0,0.5,0.0,0.0,0.0,2.0,0.166,0.5182462222222223,20.67311549621237,0.5234826666666667,0.9611307420494699,
