100	50	1	5	1	0.1	0	0	1	0.24799999999999997	0.6873469387755101	0.09303680332754852	0.6816326530612244	1.0	1.0	nan	nan	0.1567895473373052	0.5746938775510204	0.0	1.0	0.02	0.5	0.07716609562849423	0.31230408163265305	0.0	1.0	0.02	0.5	0.17367030408477166	0.45383061224489796	0.0	1.0	0.02	0.5	11225.714609628025	0.44734693877551024	0.0	1.0
100	50	1	5	1	0.1	0	0	2	0.544	0.7306122448979592	0.3039145045591289	0.7020408163265307	1.0	1.0	nan	nan	0.18988117842662386	0.683265306122449	0.0	1.0	0.02	0.5	0.0920412809903634	0.4283816326530612	0.0	1.0	0.02	0.5	0.2444912740799051	0.5250020408163265	0.0	1.0	0.02	0.5	2936.1109987681143	0.4636734693877551	0.0	1.0
100	50	1	5	1	0.1	0	0	3	0.25199999999999995	0.7363265306122448	0.1717766407282255	0.7444897959183674	1.0	1.0	nan	nan	0.31340429647871704	0.876734693877551	0.0	1.0	0.02	0.5	0.14646711919395183	0.44343673469387757	0.0	1.0	0.02	0.5	0.4525590698672189	0.6558693877551021	0.0	1.0	0.02	0.5	6827.288229860022	0.4775510204081632	0.0	1.0
100	50	1	10	1	0.1	0	0	1	0.162	0.6112244897959184	0.14100407991996294	0.6175510204081632	1.0	1.0	nan	nan	0.20867801025638186	0.5491836734693878	0.0	1.0	0.02	0.5	0.07613757047286578	0.3976775510204082	0.0	1.0	0.02	0.5	0.23521717809289686	0.48881836734693884	0.0	1.0	0.02	0.5	40365.11310536277	0.4685714285714285	0.0	1.0
100	50	1	10	1	0.1	0	0	2	0.22399999999999998	0.7072448979591837	0.17082227425100097	0.7230612244897959	1.0	1.0	nan	nan	0.2375325118535786	0.5279591836734694	0.0	1.0	0.02	0.5	0.10229219154034802	0.5033224489795918	0.0	1.0	0.02	0.5	0.27420312080252857	0.566908163265306	0.0	1.0	0.02	0.5	72005.25131843644	0.42469387755102045	0.0	1.0
100	50	1	10	1	0.1	0	0	3	0.268	0.5908163265306123	0.24290258579791016	0.613265306122449	1.0	1.0	nan	nan	0.28733124233025076	0.6130612244897959	0.0	1.0	0.02	0.5	0.12028283500591971	0.5637	0.0	1.0	0.02	0.5	0.35473831906916503	0.632742857142857	0.0	1.0	0.02	0.5	23809.9587529084	0.4897959183673469	0.0	1.0
100	50	1	50	1	0.1	0	0	1	0.0996	0.4995510204081633	0.22109691075915217	0.5134204081632654	1.0	1.0	nan	nan	0.388207075283931	0.5026530612244897	0.0	1.0	0.02	0.5	0.1253650327372159	0.5446693877551021	0.0	1.0	0.02	0.5	0.4525420395740106	0.5206612244897959	0.0	1.0	0.02	0.5	5438231.651781073	0.5345877551020408	0.0	1.0
100	50	1	50	1	0.1	0	0	2	0.11599999999999999	0.5617551020408162	0.24921944094874326	0.5713714285714286	1.0	1.0	nan	nan	0.3598932092805014	0.5770857142857143	0.0	1.0	0.02	0.5	0.11931625824788478	0.4673795918367347	0.0	1.0	0.02	0.5	0.4114696342908309	0.5189448979591837	0.0	1.0	0.02	0.5	5479946.039008287	0.515273469387755	0.0	1.0
100	50	1	50	1	0.1	0	0	3	0.029200000000000004	0.4708816326530612	0.1337836398729438	0.48245714285714286	1.0	1.0	nan	nan	0.24061541539301803	0.4194285714285715	0.0	1.0	0.02	0.5	0.10149644783298406	0.46002857142857145	0.0	1.0	0.02	0.5	0.2635789225629022	0.4818959183673469	0.0	1.0	0.02	0.5	128107073.85842997	0.5311673469387755	0.0	1.0
100	50	2	5	1	0.1	0	0	1	0.524	0.6366666666666667	0.13139546367034322	0.59875	0.0	1.0	nan	nan	0.21372418968505372	0.6733333333333333	0.0	1.0	0.04	0.5	0.08481796359473179	0.483496875	0.0	1.0	0.04	0.5	0.2907347520250655	0.6562781249999999	0.0	1.0	0.04	0.5	24911.91014677093	0.45708333333333334	0.0	1.0
