1000	50	1	5	1	0.1	0	0	1	0.23199999999999996	0.8183673469387756	0.09029038051468906	0.8016326530612246	1.0	1.0	nan	nan	0.07968039520788686	0.9951020408163266	0.0	1.0	0.02	0.5	0.1426191022803141	0.938311224489796	0.0	1.0	0.02	0.5	2.9576861571815554e+34	0.5106521224489796	0.0	1.0	0.02	0.5	0.000989392524408912	1.0	0.0	1.0	0.02	0.5	0.09694039131264215	0.9551020408163265	0.0	1.0
1000	50	1	5	1	0.1	0	0	2	0.236	0.8163265306122449	0.06252745787472723	0.8236734693877551	1.0	1.0	nan	nan	0.05927825191656415	0.9942857142857142	0.0	1.0
